UniqueCount	AmbigCount
0	2
0	0
2	302
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	2
0	0
0	1
0	4
0	6
0	0
0	0
3	0
0	0
0	7
1	1
0	0
0	2
0	0
0	0
0	0
5	386
2	100
0	98
0	97
0	85
0	80
0	0
0	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	2
0	1
0	7
0	6
0	6
0	3
0	2
0	1
0	1
0	2
0	2
2	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	2
0	7
0	1
0	0
0	0
0	2
0	2
0	0
0	1
0	2
0	3
0	1
0	0
0	0
0	1
0	0
0	2
0	0
0	0
1	70
39	3253
75	4635
0	4
0	38
0	0
356	302
4	38
0	0
0	1
11	35
0	1
0	0
0	0
0	1
0	6
0	6
0	6
0	5
0	3
0	5
0	5
0	4
0	4
0	3
0	3
0	6
0	6
0	5
0	4
0	5
0	2
0	0
0	0
0	1
0	0
0	0
0	0
0	2
0	2
0	2
0	2
0	0
0	2
0	0
0	3
0	3
0	0
1	0
0	0
18	11
19	1
0	3
0	333
2	361
191	925
3	37
0	870
2	73
0	687
1	974
1	66
0	431
0	954
0	465
0	752
0	27
1	342
1	372
0	68
0	380
0	423
0	457
0	363
0	1
0	235
2	285
1	316
0	461
0	591
0	601
0	697
0	366
0	357
0	385
0	371
0	1
0	407
0	628
0	343
0	1
0	7
0	6
0	1
0	285
0	8
2	3
1	3
1	1
0	0
0	0
0	1
0	0
0	0
3	0
0	0
7	0
0	0
0	0
0	211
0	210
0	0
0	188
0	20
0	23
0	23
0	18
0	15
0	191
0	14
0	0
0	9
0	2
0	4
656	3573
0	1080
6	2926
0	0
92	1167
0	159
207	54
2	6
0	48
0	2
4	15
0	14
0	13
0	0
0	1
0	2
0	2
0	2
0	0
8	0
414	2830
1044	2576
20	2279
95	1329
10	77273
15	54154
92007	77310
0	0
2	0
10	6817
0	6441
0	5942
0	6318
0	224
0	255
0	96
0	8
0	113
11	1158
0	47
0	8
1	11
