"","gene_names","protein","log2FC","pval","TICI_1","VEH_1","TICI_2","TICI_3","VEH_3","TICI_4","VEH_4","TICI_5","VEH_5","log2FoldChange","padj","significance","Significance","pbs_tpm","tici_tpm","TICI_abundance","VEH_abundance","log10_pbs_tpm","log10_tici_tpm"
"497","Lonp1","Q924S5",0.00419025421142649,0.965821480089025,18.17065,18.05584,18.02524,18.20132,18.29104,18.35031,18.22524,18.40972,18.33691,0.14022466805471,0.470213981477026,"Neither","Neither (n = 1099)",74.775633,71.405388,18.231448,18.2272575,1.87376009816265,1.85373098335017
"498","Lpcat2","P0C1Q3",-0.26867094039917,0.4898318816908,13.04998,13.37218,11.57606,12.63286,12.58916,12.16707,12.08627,12.271,12.38465,-0.277380122014152,0.617388224854107,"Neither","Neither (n = 1099)",4.48512016666667,2.32447066666667,12.339394,12.608065,0.651774083282256,0.366324070035052
"499","Lrpprc","Q5SGE0",-0.173569488525391,0.132469251105145,17.96342,18.09908,17.73853,18.06424,18.20223,18.00963,18.08374,18.23112,18.31478,-0.089309369963829,0.689779327895668,"Neither","Neither (n = 1099)",46.9839296666667,36.2107723333333,18.001388,18.1749575,1.67194933771142,1.55883778790809
"500","Lrrc47","Q505F5",-0.083331823348999,0.509916316187317,15.38144,15.43355,14.98348,15.41881,15.48558,15.33001,15.22592,15.5384,15.50999,0.114444447033279,0.611084475123337,"Neither","Neither (n = 1099)",55.7692418333333,52.3395728333333,15.330428,15.41376,1.74639474042418,1.71883017384679
"501","Lrrc57","Q5FVI3",-0.237527370452881,0.0899282104324885,14.58649,14.76989,14.35404,14.60189,14.94283,14.71516,14.81518,14.95882,14.99533,-0.0645601164908628,0.848931967570653,"Neither","Neither (n = 1099)",27.6790091666667,19.5610976666667,14.64328,14.8808075,1.44215053950036,1.29139322147412
"502","Lrrfip1","Q66HF9",-0.154699659347534,0.190214698840645,13.80403,13.91027,13.71091,13.72366,13.85263,13.56379,13.79675,14.02791,14.12339,-0.0209081479000754,0.938237934463202,"Neither","Neither (n = 1099)",46.5392401666667,41.304419,13.76606,13.92076,1.66781928840242,1.61599651762858
"503","Lsm2","O35900",-0.0853463172912594,0.448836766347734,15.26573,15.36615,15.40511,15.37985,15.512,15.44456,15.51884,15.72048,15.71698,0.174658205797141,0.604043053603471,"Neither","Neither (n = 1099)",59.881759,61.8883483333333,15.443146,15.5284925,1.77729454906536,1.79160889246352
"504","Lsm4","Q9QXA5",-0.115959930419923,0.445198949292089,15.03196,15.08489,15.26788,15.05643,15.4191,15.47028,15.37995,15.46135,15.61022,0.280144310322993,0.266272501115029,"Neither","Neither (n = 1099)",135.554525166667,133.246109,15.25758,15.37354,2.13211402005085,2.12465453578865
"505","Lsm8","Q6ZWM4",-0.146633291244507,0.145338894090714,13.5487,13.70055,13.40008,13.664,13.79452,13.5991,13.64836,13.82148,13.86979,-0.0920496416198094,0.757610550032704,"Neither","Neither (n = 1099)",11.2703096666667,8.78273716666667,13.606672,13.753305,1.05193584902543,0.943629886193516
"506","Lta4h","P30349",-0.209168815612792,0.601573187915929,18.57408,18.85462,17.21333,17.75467,17.75414,17.37501,17.4533,17.72547,17.68866,-0.25244238218322,0.216948602566575,"Neither","Neither (n = 1099)",68.6398673333333,48.1127286666667,17.728512,17.93768,1.83657643544005,1.68225998819068
"507","Lta4h","P24527",-0.236617469787596,0.571491299541359,18.29778,18.59113,16.86556,17.439,17.45322,17.03939,17.15244,17.38642,17.3722,-0.25244238218322,0.216948602566575,"Neither","Neither (n = 1099)",68.6398673333333,48.1127286666667,17.40563,17.6422475,1.83657643544005,1.68225998819068
"508","Luc7l","Q9CYI4",-0.157296466827393,0.214099914647931,12.0541,12.0446,11.56215,12.02046,12.03325,12.02987,12.05582,12.01785,12.24306,0.0617401583362879,0.874577135509901,"Neither","Neither (n = 1099)",31.1138413333333,30.0017625,11.936886,12.0941825,1.49295363267356,1.47714676877101
"509","Luc7l3","Q5SUF2",-0.153619956970214,0.0747632360113911,13.90341,14.06382,13.74735,13.89747,14.01009,13.82446,14.00114,14.11171,14.12695,-0.164964609356179,0.583245514225093,"Neither","Neither (n = 1099)",27.3572711666667,20.5789538333333,13.89688,14.0505,1.43707277519854,1.31342329287739
"510","Lyn","P39688;Q04736;P05480;P06240;P25911;P08103",-0.145646286010741,0.423557155849497,16.26364,16.39766,15.57217,15.9717,15.99934,15.78474,15.78816,15.99323,16.06581,-0.120478763390435,0.637968752583965,"Neither","Neither (n = 1099)",16.9020625,14.1307416666667,15.917096,16.0627425,1.22793970329504,1.15016495684415
"511","Lyn","Q07014;P50545",0.112403583526611,0.665563992714533,12.99488,12.54463,12.08577,12.54252,11.94902,11.94899,12.46347,12.69886,12.41008,-0.120478763390435,0.637968752583965,"Neither","Neither (n = 1099)",16.9020625,14.1307416666667,12.454204,12.3418,1.22793970329504,1.15016495684415
"512","Lypla1","P70470",-0.035671520233155,0.807752526863653,16.63948,16.69125,16.09309,16.49507,16.41647,16.30051,16.23353,16.58534,16.49223,0.107519901379093,0.556946476523997,"Neither","Neither (n = 1099)",46.68281,47.3821216666667,16.422698,16.45837,1.669156989849,1.67561450356901
"513","M6pr","Q6AY20",-0.134155941009521,0.357813448242013,17.21561,17.32895,16.73225,17.05664,17.11888,16.83775,16.8472,17.12242,17.21333,0.216770130667165,0.151221215507871,"Neither","Neither (n = 1099)",133.072656666667,136.683033666667,16.992934,17.12709,2.12408882723483,2.13571460935757
"514","Macf1","D3ZHV2",-0.0935917854309096,0.470888973130029,16.67301,16.75369,16.77146,16.97029,17.03273,16.90619,16.96781,17.14798,17.19528,-0.348106682799658,0.0937586380333668,"Neither","Neither (n = 1099)",4.37018116666667,3.13847666666667,16.893786,16.9873775,0.640499441101492,0.496718904190942
"515","Man2c1","P21139",-0.04245572090149,0.732720681990788,14.37524,14.55063,14.03943,14.49692,14.35597,14.3363,14.15244,14.46122,14.47807,-0.12284046184921,0.568661936858351,"Neither","Neither (n = 1099)",41.4259811666667,30.790838,14.341822,14.3842775,1.6172728033973,1.48842150877404
"516","Maoa","P21396",-0.00463428497314311,0.973072796417019,17.11411,17.12394,16.85075,17.43534,17.20581,17.19104,17.09548,17.3954,17.38262,-0.216229091263482,0.331008929403257,"Neither","Neither (n = 1099)",28.6179918333333,22.3167971666667,17.197328,17.2019625,1.45663915540905,1.34863186622198
"517","Map1b","P15205",-0.163053607940673,0.512566662302893,12.15927,12.3372,12.30845,12.44458,12.52246,12.33723,12.40806,12.99854,13.18295,0.306937862176513,0.465290911407115,"Neither","Neither (n = 1099)",1.4171225,1.88214033333333,12.449614,12.6126675,0.151407393489904,0.274652001514275
"518","Map1lc3a","Q6XVN8",-0.125497436523437,0.551122183254196,13.75447,13.75791,14.08531,14.00685,14.33888,14.20778,14.20839,14.44249,14.59433,0.0753485509408079,0.732013890176169,"Neither","Neither (n = 1099)",387.101493166667,328.125541166667,14.09938,14.2248775,2.58782484652638,2.51604003701823
"519","Map3k4","O08648",-0.017625093460083,0.917496171208187,11.33025,11.22364,11.37025,11.74605,11.65955,11.58383,11.68067,11.86767,11.82508,-0.0275221447450184,0.939979309208628,"Neither","Neither (n = 1099)",9.99905316666667,8.46341333333333,11.57961,11.597235,0.999958877603972,0.92754555132078
"520","Map4","Q5M7W5",-0.0709438323974609,0.587923328936482,19.25167,19.26756,19.24693,19.32272,19.43896,19.39435,19.39889,19.69887,19.71,0.126941207754149,0.490967546316612,"Neither","Neither (n = 1099)",101.577789666667,97.3434355,19.382908,19.4538525,2.00679875834478,1.98830666954632
"521","Mapk10","P70618;Q9WTY9;Q63538;P49185;P49186;P49187",-0.0375984191894538,0.886874380674764,14.52711,14.7318,13.63515,14.38889,14.17937,13.92796,13.779,14.30421,14.08688,-0.697646778587955,0.115208543510393,"Neither","Neither (n = 1099)",5.02297433333333,2.334933,14.156664,14.1942625,0.700960958983722,0.368274423168616
"522","Mapk12","P70618;Q9WTY9;Q63538;P49185;P49186;P49187",-0.0375984191894538,0.886874380674764,14.52711,14.7318,13.63515,14.38889,14.17937,13.92796,13.779,14.30421,14.08688,0.174840116248402,0.6682854017589,"Neither","Neither (n = 1099)",18.2965036666667,15.5890178333333,14.156664,14.1942625,1.26236810703394,1.19281875386745
"523","Mapk14","P47811",-0.0276528835296634,0.918240063520029,14.25761,14.44947,13.3497,14.12904,13.89283,13.62833,13.50022,14.05638,13.80494,0.218145223714774,0.220521820100552,"Neither","Neither (n = 1099)",55.6847348333333,52.8483085,13.884212,13.911865,1.74573615592297,1.72303109153233
"524","Mapk14","P70618;Q9WTY9;Q63538;P49185;P49186;P49187",-0.0375984191894538,0.886874380674764,14.52711,14.7318,13.63515,14.38889,14.17937,13.92796,13.779,14.30421,14.08688,0.218145223714774,0.220521820100552,"Neither","Neither (n = 1099)",55.6847348333333,52.8483085,14.156664,14.1942625,1.74573615592297,1.72303109153233
"525","Mapk8","P70618;Q9WTY9;Q63538;P49185;P49186;P49187",-0.0375984191894538,0.886874380674764,14.52711,14.7318,13.63515,14.38889,14.17937,13.92796,13.779,14.30421,14.08688,-0.0148754646012615,0.97074179964252,"Neither","Neither (n = 1099)",12.9474295,12.5004981666667,14.156664,14.1942625,1.11218355492111,1.09692732074593
"526","Mapre1","Q66HR2",-0.126462268829346,0.227622274275518,17.05854,17.134,16.86024,17.11837,17.22515,17.02842,17.12757,17.32773,17.33377,0.197526091673535,0.181844942510507,"Neither","Neither (n = 1099)",161.9368955,155.109853666667,17.07866,17.2051225,2.2093458091396,2.19063938812391
"527","Marcks","P30009",0.10004014968872,0.298479926064742,18.05197,17.88988,17.95855,18.0209,17.97477,17.94507,17.74865,18.20972,18.13551,0.00085605364588865,0.969436172344065,"Neither","Neither (n = 1099)",250.552037833333,221.446150666667,18.037242,17.9372025,2.39889793937214,2.34526813547309
"528","Mat2a","P18298",0.0447022438049309,0.696772769106012,16.19299,16.0244,15.67474,16.00567,15.97934,16.09053,15.87044,16.14983,16.03802,-0.213556664508206,0.169517783464103,"Neither","Neither (n = 1099)",241.157100166667,194.7172735,16.022752,15.97805,2.38230005297907,2.28940447978392
"529","Mat2b","Q5U2R0",-0.0219223499298096,0.892095944493623,14.25059,14.31925,13.70325,14.25008,14.10312,14.06297,13.98629,14.44126,14.24555,0.34517845850598,0.0517365336931205,"Neither","Neither (n = 1099)",50.855478,52.3144068333333,14.14163,14.1635525,1.70633774068127,1.71862130543725
"530","Matk","P32577;P41243",-0.125766563415528,0.765428261157239,13.9629,13.89121,12.44721,13.17011,12.93675,12.46074,12.56081,12.77532,12.96732,-0.250612946120071,0.668545314157358,"Neither","Neither (n = 1099)",5.25218083333333,2.8801515,12.963256,13.0890225,0.720339670495662,0.459415332857671
"531","Mbd3","Q9Z2D8",0.0340990543365471,0.916845363610694,13.54557,13.13014,12.03875,12.58292,12.54081,12.49386,12.42996,12.66627,12.42459,0.223820717584016,0.133132942465311,"Neither","Neither (n = 1099)",421.3285985,403.864802166667,12.665474,12.631375,2.62462093871196,2.60623600496279
"532","Mbnl1","Q9JKP5;Q8C181",-0.12518539428711,0.364070796044783,15.78377,15.91644,15.37256,15.53491,15.63976,15.46569,15.53752,15.85277,15.81478,-0.0758669891528501,0.741038399452029,"Neither","Neither (n = 1099)",16.8789096666667,14.5751806666667,15.60194,15.727125,1.22734438891025,1.16361394676211
"533","Mcts1","Q4G009",-0.0343583106994636,0.722438274439181,16.11746,15.97246,15.95199,16.04065,16.20621,16.03772,16.14998,16.35834,16.21371,0.292822974772546,0.157980516623233,"Neither","Neither (n = 1099)",104.641496166667,114.020128166667,16.101232,16.13559,2.01970394057769,2.05698152484602
"534","Mdh2","P04636",-0.0209555625915527,0.846412171792261,19.46226,19.47868,19.49578,19.6282,19.68746,19.75194,19.67842,19.86399,19.801,-0.193792256980811,0.164603725288456,"Neither","Neither (n = 1099)",783.803209166667,571.453634,19.640434,19.66139,2.89420703730044,2.75698099883483
"535","Metap2","P38062",-0.039344692230225,0.782301857192441,15.56546,15.51422,15.72048,15.64979,15.77862,15.84667,15.87106,16.04454,16.05503,0.134141458128737,0.424680255570687,"Neither","Neither (n = 1099)",179.775886666667,184.516537666667,15.765388,15.8047325,2.25473143939999,2.26603529675799
"536","Mink1","P97820;Q9JM52;P83510",-0.133464288711547,0.252105553698703,15.64256,15.86764,15.34502,15.76966,15.78215,15.57291,15.59418,15.81004,15.80204,-0.395127899402831,0.265776124508114,"Neither","Neither (n = 1099)",6.033176,3.52046433333333,15.628038,15.7615025,0.780545994753485,0.546599948735232
"537","Mink1","F1LP90",-0.165237092971802,0.247235496175882,14.97544,15.27423,14.70655,15.25963,15.26818,14.94329,14.94302,15.18608,15.23231,-0.395127899402831,0.265776124508114,"Neither","Neither (n = 1099)",6.033176,3.52046433333333,15.014198,15.179435,0.780545994753485,0.546599948735232
"538","Mipep","Q01992",-0.137428426742554,0.2267420536271,14.93724,15.08605,14.90816,15.10165,15.17465,15.16526,15.20117,15.30246,15.41966,0.133468845446342,0.537275153220516,"Neither","Neither (n = 1099)",58.2412213333333,52.348306,15.082954,15.2203825,1.76523047366703,1.71890263239966
"539","Mmgt1","B5DF51",-0.265200090408324,0.188819019093742,10.97721,11.51693,10.59889,11.07635,11.00246,10.76255,10.6893,10.85261,11.2662,-0.348680394363423,0.0973663391222236,"Neither","Neither (n = 1099)",19.245184,13.3766935,10.853522,11.1187225,1.28432206766769,1.12634877619959
"540","Mms19","Q9D071",-0.0957978725433346,0.548933346377721,15.66877,15.81032,15.18379,15.40021,15.42233,15.22015,15.27729,15.63824,15.56218,-0.159900836014216,0.625877481247866,"Neither","Neither (n = 1099)",16.871258,13.7457035,15.422232,15.51803,1.22714746682675,1.13816697177858
"541","Mogs","O88941",0.0265633583068841,0.890786786884114,14.60594,14.50121,13.90633,14.36728,14.36454,14.12775,13.85886,14.45218,14.33672,-0.241285751227606,0.28905949485554,"Neither","Neither (n = 1099)",39.1763568333333,31.6130071666667,14.291896,14.2653325,1.59302404674944,1.49986580978363
"542","Mpc1","P63031",-0.0828454971313484,0.729650991640614,15.05731,14.99991,15.41393,15.44074,15.66233,15.74927,15.69294,15.78051,15.92961,-0.267891832718351,0.0979591008395336,"Neither","Neither (n = 1099)",208.4997735,142.189965166667,15.488352,15.5711975,2.31910558752199,2.15286894782468
"543","Mpv17","Q5BK62",-0.0290073394775394,0.789466622233721,12.27703,12.3742,12.3141,12.3291,12.33237,12.49513,12.42254,12.66959,12.65488,-0.212224747755649,0.312182579560354,"Neither","Neither (n = 1099)",139.875603666667,106.952532833333,12.41699,12.4459975,2.1457419738423,2.02919107392405
"544","Mri1","Q5HZE4",-0.101874732971192,0.435515619806507,16.00055,16.21286,15.78387,16.06657,15.98897,15.85579,15.92588,16.28206,16.27086,-0.015033103710977,0.978285387903681,"Neither","Neither (n = 1099)",109.221111666667,97.7265605,15.997768,16.0996425,2.03830659252769,1.99001261398408
"545","Mrpl12","Q9DB15",0.256136846542358,0.452050179360666,11.87828,11.64851,11.90838,10.76769,11.63921,11.64091,11.01411,12.32843,11.49257,0.343560334974545,0.0510101766124973,"Neither","Neither (n = 1099)",120.593822666667,122.319365166667,11.704738,11.4486,2.081325061946,2.08749521843656
"546","Mrpl19","Q9D338",-0.193552207946777,0.112718969858129,14.8792,15.13723,14.72675,15.11007,15.14569,14.84461,15.05435,15.20732,15.2513,0.404861611024769,0.119588656071007,"Neither","Neither (n = 1099)",39.5669076666667,42.975152,14.95359,15.1471425,1.59733210950834,1.63321742142993
"547","Mrpl40","P83565",-0.117025566101074,0.184943947810478,14.78703,14.91415,14.90214,14.79411,14.97276,14.89614,14.82421,14.93369,15.20747,-0.110250669598038,0.730731536354552,"Neither","Neither (n = 1099)",20.5048606666667,14.6529951666667,14.862622,14.9796475,1.31185682254311,1.16592640635581
"548","Mrpl41","Q5BJX1",-0.093900203704834,0.525835376181249,12.51597,12.71851,12.35527,12.66022,12.65645,12.82958,12.75194,13.00717,12.94327,0.282007862030318,0.336234852515933,"Neither","Neither (n = 1099)",12.2625728333333,12.7025345,12.673642,12.7675425,1.08858159988002,1.10389038312489
"549","Mrps27","Q8BK72",-0.115136384963989,0.510534641605116,15.15078,15.2387,15.29527,15.32214,15.51373,15.64027,15.60339,15.74497,15.82747,-0.123242768297702,0.636794588944865,"Neither","Neither (n = 1099)",61.5456248333333,46.2265708333333,15.430686,15.5458225,1.78919718515886,1.66489167792007
"550","Mrps9","Q9D7N3",-0.127831220626831,0.207683544580302,14.46601,14.6552,14.20312,14.62782,14.59782,14.58385,14.59292,14.62177,14.66744,-0.160582463984443,0.624248498763613,"Neither","Neither (n = 1099)",35.6118418333333,27.8789355,14.500514,14.628345,1.55159443583004,1.44527618709807
"551","Msh2","P54275",-0.194826078414916,0.454822491182156,11.91782,11.99028,10.92867,11.98235,12.04135,11.53756,11.49675,11.86747,11.83802,-0.448888424979628,0.0848571731322435,"Neither","Neither (n = 1099)",17.6401896666667,10.5228616666667,11.646774,11.8416,1.24650325033911,1.02213386120917
"552","Msi1","Q8K3P4",-0.0599337577819821,0.643375868016291,14.67104,14.8638,14.65385,15.04179,15.04465,14.77504,14.77097,15.13535,14.98197,-0.116768276007273,0.694738239750606,"Neither","Neither (n = 1099)",9.134654,6.39093683333333,14.855414,14.9153475,0.960692101908965,0.805564525095052
"553","Msi2","Q920Q6",-0.120113849639893,0.412235429014172,16.88548,16.96477,16.98426,17.07483,17.32782,17.1681,17.14041,17.40116,17.45852,0.0931519597822652,0.86084663994003,"Neither","Neither (n = 1099)",11.7421266666667,10.404296,17.102766,17.22288,1.06974676096224,1.01721269928489
"554","Mt-atp8","P11608",-0.0725103378295895,0.746493067152231,14.7769,14.79254,15.25037,14.91928,15.27652,15.34769,15.35738,15.56477,15.55081,-0.220908385628608,0.288305571748514,"Neither","Neither (n = 1099)",3774.95511033333,2868.1737615,15.171802,15.2443125,3.57691179160747,3.45760545849321
"555","Mt1","P02803",-0.381695842742921,0.206303996082054,15.91875,16.20461,16.68852,16.14454,16.76319,16.13893,16.8472,16.90947,17.15195,-0.0939300636202821,0.872338212460499,"Neither","Neither (n = 1099)",2.79409516666667,6.56138166666667,16.360042,16.7417375,0.446241194066757,0.816995300812668
"556","Mt3","P37361",-0.0693364143371582,0.825500348643438,17.35372,17.21798,18.33826,17.46523,18.01078,18.10998,18.15576,17.99849,18.30537,0.0862041591670814,0.691121892322577,"Neither","Neither (n = 1099)",8516.49576616667,7110.9159595,17.853136,17.9224725,3.93026093485219,3.85192554595273
"557","Mta1","Q62599",-0.180449628829956,0.284300554065681,14.75786,14.78295,14.60935,14.92699,15.15141,14.85677,14.95206,15.21977,15.33197,-0.364253989031902,0.339419648096723,"Neither","Neither (n = 1099)",9.1535295,7.35780783333333,14.874148,15.0545975,0.961588585521348,0.866748441009002
"558","Mta2","Q9R190",-0.222253799438477,0.49011588811238,13.74924,14.27801,12.80365,13.63356,13.61367,13.0765,13.15312,13.39487,13.17047,0.256349273155931,0.161825401590584,"Neither","Neither (n = 1099)",55.4683415,58.3814025,13.331564,13.5538175,1.74404518069466,1.76627452386019
"559","Mtch2","Q791V5",-0.00486135482788086,0.94992190404651,14.01437,14.04516,13.74305,13.9262,13.94645,13.91905,13.81548,14.06415,13.94581,0.0752205083128698,0.68933485185847,"Neither","Neither (n = 1099)",361.3965005,358.729697833333,13.933364,13.938225,2.55798394285442,2.55476733171153
"560","Mtfr1l","Q5XII9",0.0544350147247314,0.60571380058164,12.2427,12.43312,12.22032,12.41775,12.10859,12.27138,12.24231,12.58235,12.38584,-0.00852675332117966,0.936806148001139,"Neither","Neither (n = 1099)",181.733008833333,150.959026166667,12.3469,12.292465,2.25943381697332,2.17885908554183
"561","Mthfd1","P27653",-0.141784858703613,0.200054440477943,17.86985,17.96336,17.59936,17.94707,18.04351,17.85975,17.92225,18.09496,18.13481,-0.180528140711872,0.367368049969362,"Neither","Neither (n = 1099)",52.4411878333333,41.1133296666667,17.874198,18.0159825,1.71967252023429,1.61398265063834
"562","Mtor","P42346",-0.0957240581512444,0.33844709918419,14.66473,14.77025,14.797,14.80484,14.9829,14.76347,14.86515,15.06949,15.04422,0.309854111532649,0.199568513309526,"Neither","Neither (n = 1099)",7.43142616666667,7.614286,14.819906,14.91563,0.871072167310707,0.881629185308543
"563","Mtpn","P62774",-0.147925853729248,0.19884859169504,17.30385,17.39255,16.93652,17.20103,17.29572,16.98726,17.15155,17.33917,17.36615,-0.0800321675941848,0.666210679973829,"Neither","Neither (n = 1099)",125.642240333333,109.042991166667,17.153566,17.3014925,2.09913567172304,2.03759775615531
"564","Mtpn","P62775",-0.147925853729248,0.19884859169504,17.30385,17.39255,16.93652,17.20103,17.29572,16.98726,17.15155,17.33917,17.36615,-0.0800321675941848,0.666210679973829,"Neither","Neither (n = 1099)",125.642240333333,109.042991166667,17.153566,17.3014925,2.09913567172304,2.03759775615531
"565","Mybbp1a","O35821",-0.123063468933104,0.271239418394559,17.99529,18.1514,17.68764,18.06886,18.13766,17.96967,17.97057,18.19556,18.16624,0.328689641158063,0.0533299123139781,"Neither","Neither (n = 1099)",45.7103685,49.9526808333333,17.983404,18.1064675,1.66001472242413,1.69855880066773
"566","Mydgf","Q9CPT4",0.0561706066131595,0.553721254756529,14.79781,14.73894,14.67893,14.91298,14.92235,14.98522,14.78902,15.09305,14.8994,0.239820405528373,0.170540337249951,"Neither","Neither (n = 1099)",179.808689666667,176.025620166667,14.893598,14.8374275,2.2548106761797,2.24557588308253
"567","Myg1","Q9JK81",-0.126322031021118,0.321740876451621,13.40248,13.42443,12.95261,13.31812,13.24075,13.1024,13.28255,13.42653,13.51927,0.256502376691424,0.37237470084682,"Neither","Neither (n = 1099)",66.6966336666667,70.0293795,13.240428,13.36675,1.82410391462292,1.84528027826974
"568","Myg1","Q641W2",-0.126322031021118,0.321740876451621,13.40248,13.42443,12.95261,13.31812,13.24075,13.1024,13.28255,13.42653,13.51927,0.256502376691424,0.37237470084682,"Neither","Neither (n = 1099)",66.6966336666667,70.0293795,13.240428,13.36675,1.82410391462292,1.84528027826974
"569","Myh10","Q9JLT0",-0.0485838890075669,0.791651278735971,18.11558,18.16555,18.51695,18.40349,18.63994,18.41629,18.39962,18.81606,18.80392,0.171631363964716,0.548406652237217,"Neither","Neither (n = 1099)",9.02392533333333,8.53617266666667,18.453674,18.5022575,0.955395493171241,0.93126319125968
"570","Mylk","Q6PDN3",-0.0876746654510505,0.721313283017022,11.9742,12.2396,11.15722,11.78782,11.70645,11.51328,11.2703,11.64052,11.59278,0.410257809866891,0.35059556367203,"Neither","Neither (n = 1099)",0.0167418333333333,0.0597688333333333,11.614608,11.7022825,-1.77619698583178,-1.22352522135957
"571","Naca","Q60817;P70670",-0.0684338569641127,0.48525395850623,16.87231,16.76396,16.7637,16.77481,16.97634,16.95447,17.0013,17.09249,17.09836,0.206938793871703,0.156599492347576,"Neither","Neither (n = 1099)",580.749952666667,578.603369333333,16.891556,16.95999,2.76398918307562,2.76238095831061
"572","Naga","Q66H12",-0.0992897510528561,0.464566452044927,15.77139,15.82396,15.68113,16.075,16.18307,15.73825,15.8109,16.09393,16.06699,-0.130838881606174,0.568661936858351,"Neither","Neither (n = 1099)",67.150517,51.7991008333333,15.87194,15.97123,1.82704936070366,1.7143222210095
"573","Nap1l1","Q9Z2G8",-0.0725567817687995,0.511429575219846,18.63254,18.6708,18.40233,18.65962,18.67508,18.63275,18.66042,18.92265,18.88384,-0.0306774695274202,0.922563209955862,"Neither","Neither (n = 1099)",204.587123166667,195.605135666667,18.649978,18.722535,2.31087829548733,2.29138025312241
"574","Nap1l4","Q5U2Z3",-0.117164230346681,0.243558110585159,17.95293,18.12933,17.81716,18.04276,18.11939,17.98259,17.98643,18.23795,18.26022,-0.159575781675423,0.349436129897034,"Neither","Neither (n = 1099)",197.102778166667,144.4123925,18.006678,18.1238425,2.29469274570994,2.15960446306352
"575","Napa","P54921;P85969",-0.107556533813476,0.469340271378209,14.52215,14.56754,14.07682,14.49953,14.58202,14.2337,14.24362,14.64448,14.61839,0.0701480847263518,0.771180467798018,"Neither","Neither (n = 1099)",194.647991333333,168.158156,14.395336,14.5028925,2.28924992638272,2.22571793629468
"576","Napb","P54921;P85969",-0.107556533813476,0.469340271378209,14.52215,14.56754,14.07682,14.49953,14.58202,14.2337,14.24362,14.64448,14.61839,-0.335276830019264,0.421399618292086,"Neither","Neither (n = 1099)",2.515488,2.26068966666667,14.395336,14.5028925,0.400622249888277,0.354240949207633
"577","Ncam1","P13596",-0.102768611907958,0.364638012773949,15.8035,15.80967,15.66894,15.99329,16.18751,15.96585,15.95515,16.05344,16.04676,0.100378727711198,0.691121892322577,"Neither","Neither (n = 1099)",15.911701,14.9927841666667,15.897004,15.9997725,1.20171660927738,1.17588228901528
"578","Ncbp1","Q56A27",-0.0701430797576901,0.458651519051899,14.81813,14.85779,14.79867,14.87973,15.0366,14.90802,14.91214,15.15486,15.12157,-0.0874572459901558,0.737894576517972,"Neither","Neither (n = 1099)",30.3939638333333,26.3087731666667,14.911882,14.982025,1.48278734235326,1.42010059649431
"579","Ncf1","F1M707",-0.0186852931976311,0.971101747211323,15.62953,15.80345,13.94946,14.70277,14.71516,14.21894,14.27932,15.69651,14.63458,-0.167826297061266,0.741143689674868,"Neither","Neither (n = 1099)",0.611990833333333,0.248506166666667,14.839442,14.8581275,-0.213255082858631,-0.604662829803584
"580","Nckap1","P55161",-0.0447566986083991,0.753628106155146,16.72707,16.77713,16.93088,17.00251,17.13751,17.06382,17.05865,17.30715,17.23088,0.0289901208285467,0.891855082697318,"Neither","Neither (n = 1099)",49.9386431666667,46.262624,17.006286,17.0510425,1.69843673839109,1.66523026216572
"581","Nckipsd","Q9ESJ4",-0.196032190322876,0.353089723487329,14.64419,14.5623,14.13995,14.58766,14.59485,14.35535,14.35638,14.68184,15.19779,-0.210301527590775,0.417058598192049,"Neither","Neither (n = 1099)",22.30315,16.9585066666667,14.481798,14.67783,1.34836620524575,1.22938760647138
"582","Ncl","P13383",-0.0802179336547866,0.454646685396115,19.96691,19.97994,19.84904,19.97113,20.16054,20.12452,20.09016,20.2958,20.25615,0.234907062028894,0.114228773541189,"Neither","Neither (n = 1099)",174.146371166667,205.602585833333,20.04148,20.1216975,2.24091442913182,2.31302857241509
"583","Ncstn","Q8CGU6",-0.158308553695679,0.359032101379476,15.06057,15.37456,14.55105,15.17477,15.15561,14.81508,14.8607,15.08265,14.98966,0.25639382620182,0.148140359210196,"Neither","Neither (n = 1099)",92.8281575,92.7712363333333,14.936824,15.0951325,1.96767973044336,1.96741334434315
"584","Ndufa11","Q80W89",-0.0981765270233161,0.470941167738906,15.85385,15.8803,15.73825,16.01007,16.15849,15.81596,15.93751,16.28656,16.18016,-0.305666032157616,0.175372528883,"Neither","Neither (n = 1099)",92.0990965,64.0359728333333,15.940938,16.039115,1.9642553697518,1.80642401170361
"585","Ndufa13","Q9ERS2",-0.134423923492431,0.404558310213842,13.13722,13.14681,12.67028,13.25136,13.45854,13.17736,13.07583,13.33441,13.31302,-0.0508883466245465,0.839721605800107,"Neither","Neither (n = 1099)",249.759334,197.983592666667,13.114126,13.24855,2.39752172764455,2.29662920081921
"586","Ndufa4","Q62425",-0.0782884597778306,0.558463454128026,17.1084,17.12161,17.29302,17.134,17.40516,17.44184,17.44928,17.55225,17.56071,-0.284897713785134,0.0594340055523954,"Neither","Neither (n = 1099)",660.271815166667,443.254517166667,17.305902,17.38419,2.81972275906486,2.64665317015127
"587","Ndufa6","Q9CQZ5",-0.389028882980346,0.0584593808734618,13.61506,13.83881,13.54569,13.8952,14.16286,13.84569,14.22189,14.11553,14.54629,-0.0230903861623857,0.944452640701745,"Neither","Neither (n = 1099)",283.461600833333,233.935418666667,13.803434,14.1924625,2.45249423544872,2.36909598053928
