"","gene_names","protein","log2FC","pval","TICI_1","VEH_1","TICI_2","TICI_3","VEH_3","TICI_4","VEH_4","TICI_5","VEH_5","log2FoldChange","padj","significance","Significance","pbs_tpm","tici_tpm","TICI_abundance","VEH_abundance","log10_pbs_tpm","log10_tici_tpm"
"231","Ddrgk1","Q80WW9",-0.174468040466309,0.114799033303925,11.67961,11.91259,11.41611,11.76412,11.89391,11.60978,11.72426,11.88779,11.85304,0.312346921228974,0.111098375139483,"Neither","Neither (n = 1099)",90.3105178333333,88.737255,11.671482,11.84595,1.95573833249486,1.94810599011424
"232","Ddt","P80254",-0.524746465682984,0.164969749313735,13.43189,13.81508,13.37613,13.96226,15.12323,13.38519,13.52723,13.86631,14.05087,-0.238726530878969,0.216512160016457,"Neither","Neither (n = 1099)",145.501289,106.407974333333,13.604356,14.1291025,2.16286684076596,2.0269741756958
"233","Ddx1","Q641Y8",-0.143940162658691,0.234117782590663,17.00657,17.25516,16.73476,17.07096,17.11695,16.91684,16.91754,17.19643,17.22656,-0.0526875729335114,0.804913595572323,"Neither","Neither (n = 1099)",97.2662803333333,81.3647306666667,16.985112,17.1290525,1.98796230786072,1.910436191177
"234","Ddx19a","Q61655",-0.0702582359313979,0.583956861122534,16.64639,16.60046,16.32797,16.57675,16.65158,16.35762,16.41818,16.80989,16.78571,0.173096895411908,0.501421845482029,"Neither","Neither (n = 1099)",50.4357343333333,48.0776826666667,16.543724,16.6139825,1.70273834844359,1.68194352660422
"235","Ddx21","Q3B8Q1",-0.214739036560058,0.256039614533767,17.54435,17.83941,16.90419,17.63573,17.72254,17.45081,17.49005,17.68955,17.58666,0.329157676314848,0.0709741606059883,"Neither","Neither (n = 1099)",22.1891135,24.6650625,17.444926,17.659665,1.34613995163494,1.39208222027944
"236","Ddx25","Q9QY16",-0.0363660812377926,0.793607341148203,15.70534,15.51367,15.45513,15.57961,15.69381,15.42535,15.47104,15.90124,15.92028,-0.536692946793378,0.0728557694612353,"Neither","Neither (n = 1099)",24.952,13.9868461666667,15.613334,15.6497,1.39710536174909,1.14571979834995
"237","Ddx39b","Q63413;Q5U216",-0.076207160949707,0.510006913383103,18.82789,18.88873,18.51137,18.93373,18.97326,18.74609,18.69951,18.99051,18.951,0.264097887798729,0.0965400957128084,"Neither","Neither (n = 1099)",166.166781333333,169.120883666667,18.801918,18.878125,2.22054420762159,2.22819723918375
"238","Ddx42","Q810A7",-0.048542928695678,0.763468787095146,14.98018,14.89505,15.16534,14.97585,15.15256,15.25259,15.26946,15.45285,15.53855,0.101171821785609,0.666256722710659,"Neither","Neither (n = 1099)",30.5965101666667,26.1492376666667,15.165362,15.213905,1.48567189374329,1.41745903232429
"239","Ddx5","Q61656",-0.0497378349304185,0.634070793932592,19.01542,19.08714,18.68398,19.02705,19.03096,18.93379,18.89469,19.18238,19.06026,0.156918102422111,0.298602088571691,"Neither","Neither (n = 1099)",116.4972335,111.616644833333,18.968524,19.0182625,2.06631561214358,2.04772896360019
"240","Ddx50","Q99MJ9",-0.109330511093139,0.36131115317597,12.53947,12.62228,12.25459,12.76732,12.65801,12.39237,12.43627,12.55711,12.72945,0.105794653176357,0.694738239750606,"Neither","Neither (n = 1099)",48.1836585,46.6249595,12.502172,12.6115025,1.68289977212643,1.66861846757419
"241","Ddx6","P54823",-0.0648041725158706,0.587897514447979,17.04868,16.94295,16.68387,17.06361,17.15195,17.01487,16.95242,17.1948,17.21656,-0.220813616129368,0.431554353337204,"Neither","Neither (n = 1099)",14.067397,13.469209,17.001166,17.06597,1.14821374397919,1.12934209186092
"242","Degs1","Q5XIF5",-0.0745163440704353,0.462103927568323,14.51114,14.64453,14.17571,14.42193,14.35941,14.26825,14.37184,14.51095,14.43267,0.152584687894897,0.482692697252266,"Neither","Neither (n = 1099)",63.5942,58.6835443333333,14.377596,14.4521125,1.80341750837077,1.7685163362197
"243","Dhrs1","Q99L04",-0.0809868335723873,0.382090639159779,14.95324,15.23923,14.90454,14.98504,14.92393,14.91331,14.92736,15.14931,15.15778,-0.392227159678688,0.055978119576547,"Neither","Neither (n = 1099)",73.5609195,49.6176961666667,14.981088,15.062075,1.86664714921313,1.69563659537892
"244","Dhrs4","Q8VID1",-0.20539174079895,0.13521279384746,13.75947,14.11643,13.79756,14.22045,14.1872,13.97639,14.20297,14.24822,14.31664,-0.410610018833662,0.206101053136376,"Neither","Neither (n = 1099)",31.8236526666667,18.607829,14.000418,14.20581,1.50275002577994,1.26969570637526
"245","Dhrs7","Q9CXR1",0.664580011367798,0.0669760926712673,12.14241,11.32429,11.94971,13.00354,11.5969,11.47225,11.33099,12.38388,11.85093,-0.145180439486397,0.440318211195971,"Neither","Neither (n = 1099)",169.689612333333,128.098590166667,12.190358,11.5257775,2.2296552574951,2.10754434999288
"246","Dhx15","O35286",-0.0892333030700669,0.38398318133374,16.48506,16.47965,16.23825,16.50673,16.61195,16.48729,16.50331,16.70914,16.7032,0.236607155402269,0.144573401061801,"Neither","Neither (n = 1099)",40.5359013333333,42.0893938333333,16.485294,16.5745275,1.60783983418667,1.62417267113329
"247","Dhx30","Q5BJS0",-0.258885097503661,0.275381409417047,13.64892,13.77139,12.77174,13.70033,13.66622,13.06208,13.37259,13.52393,13.59094,-0.00102097873976896,0.991941579233571,"Neither","Neither (n = 1099)",54.7439895,50.4836898333333,13.3414,13.600285,1.73833644368977,1.7031510898116
"248","Dlat","P08461",-0.0685678482055678,0.52610004949557,18.06434,18.21537,17.93139,18.31915,18.29513,18.11151,18.11345,18.38823,18.30202,-0.298128295394516,0.128109862487233,"Neither","Neither (n = 1099)",27.6494915,17.752234,18.162924,18.2314925,1.44168714863259,1.24925301388816
"249","Dld","Q6P6R2",-0.118020915985106,0.292289292973532,17.38768,17.44613,17.42554,17.48786,17.71169,17.61296,17.63169,17.75903,17.82103,-0.31422020079912,0.0661532977285818,"Neither","Neither (n = 1099)",183.8537575,130.117549833333,17.534614,17.652635,2.26447251016267,2.11433587674414
"250","Dlg1","Q62696",-0.0789932250976566,0.572986599654055,13.20601,13.40008,12.96129,13.60073,13.47282,13.20996,13.26195,13.47978,13.34734,0.213278547730016,0.363377335099145,"Neither","Neither (n = 1099)",13.8361756666667,14.6121296666667,13.291554,13.3705475,1.14101606726106,1.16471351744543
"251","Dlst","Q01205",-0.065327453613282,0.535366884735171,16.86713,16.82501,16.6748,16.90301,16.99899,16.91403,16.95549,17.15798,17.09538,-0.172500318871219,0.340078839646136,"Neither","Neither (n = 1099)",85.8210198333333,70.495156,16.90339,16.9687175,1.93359367106076,1.84815927593117
"252","Dnaja2","O35824",-0.0574810981750495,0.587590986960012,17.03241,17.00372,16.81014,17.03349,17.11594,17.02799,16.99292,17.28075,17.26517,0.22687721853546,0.125390932181793,"Neither","Neither (n = 1099)",97.2676475,108.8791525,17.036956,17.0944375,1.98796841222458,2.03694473172131
"253","Dnaja3","Q99M87",-0.136754560470582,0.246749159441385,14.04849,14.16506,13.78238,14.19783,14.30257,14.08564,14.13491,14.3184,14.29067,0.123442971161346,0.542838203361936,"Neither","Neither (n = 1099)",72.8321071666667,64.7578121666667,14.086548,14.2233025,1.86232287507328,1.81129216775282
"254","Dnm1l","O35303",-0.100884723663331,0.393904388811665,17.70516,17.80556,17.3605,17.68442,17.66289,17.51368,17.55645,17.83399,17.85684,0.297824295373892,0.0504295103228992,"Neither","Neither (n = 1099)",49.393854,53.6468616666667,17.61955,17.720435,1.6936729137022,1.72954432088324
"255","Dnm2","P39052",-0.101155948638915,0.423436458718305,17.92972,17.9695,17.45387,17.8317,17.88381,17.69037,17.69826,17.96691,17.95111,-0.273305018143631,0.0733278556638441,"Neither","Neither (n = 1099)",118.4397125,83.028618,17.774514,17.87567,2.07349734451416,1.91922780921111
"256","Dock1","Q8BUR4",-0.0957909107208259,0.468078502334342,12.18435,12.16992,12.05616,12.3386,12.25718,12.07116,12.21977,12.451,12.61731,-0.144766225258436,0.376464107012874,"Neither","Neither (n = 1099)",57.1064686666667,44.430481,12.220254,12.316045,1.75668530521822,1.6476810148955
"257","Dpm1","O70152",-0.178621721267699,0.318984159420732,13.93811,14.31967,13.49922,13.98584,14.07481,13.70076,13.76228,14.1682,13.99143,-0.0969843136907438,0.723225912855857,"Neither","Neither (n = 1099)",48.6771231666667,42.4800298333333,13.858426,14.0370475,1.68732490337559,1.62818481307453
"258","Dpp8","Q80YA7",-0.108613967895508,0.34149003473884,14.01315,14.04363,13.86419,13.99753,14.06415,14.00044,13.91177,14.12912,14.41845,-0.0590353880825431,0.817398194803376,"Neither","Neither (n = 1099)",52.2769935,44.7834766666667,14.000886,14.1095,1.7183106029348,1.65111780604825
"259","Dpy30","Q99LT0",-0.168568420410157,0.287468149739349,15.22641,15.40354,14.7268,15.37028,15.4192,15.17625,15.1644,15.39248,15.40091,-0.229655889672314,0.112048145555655,"Neither","Neither (n = 1099)",3.48874633333333,0.5386185,15.178444,15.3470125,0.54266939305414,-0.26871873389901
"260","Dpysl2","P47942",0.031400203704834,0.771458075538864,21.11655,20.99652,20.87117,20.74329,20.76077,20.9369,20.8732,21.12994,21.08219,0.222355867182664,0.127598734060177,"Neither","Neither (n = 1099)",136.187139666667,131.8922395,20.95957,20.92817,2.13413609850554,2.12021924254045
"261","Dr1","Q5XI68",-0.0724050521850579,0.731733542393663,13.85798,14.00035,14.24221,14.19499,14.41713,14.46423,14.36755,14.71064,14.68063,0.188206723202594,0.39796992090058,"Neither","Neither (n = 1099)",21.4790908333333,24.6531768333333,14.29401,14.366415,1.3320158946056,1.39187289084608
"262","Drg2","Q9QXB9",-0.111207532882691,0.448240749146149,15.70717,15.89827,15.16906,15.71309,15.59062,15.54288,15.46474,15.5945,15.67256,0.21183606779943,0.330745162311334,"Neither","Neither (n = 1099)",73.9572705,76.3098805,15.54534,15.6565475,1.86898087451712,1.88258077345707
"263","Dst","Q91ZU6",-0.101852035522461,0.820766664305994,14.95955,15.14514,13.20524,14.71081,14.22008,13.94654,13.82048,14.1855,14.02782,0.361477499771199,0.083873371319084,"Neither","Neither (n = 1099)",4.75391366666667,4.98996566666667,14.201528,14.30338,0.677051290469418,0.698097557481404
"264","Dstn","Q7M0E3",0.0130477905273452,0.894525784172445,18.00448,18.01683,17.97461,17.97774,18.02096,18.05213,17.97735,18.35458,18.2235,0.0565572481711969,0.783238096350531,"Neither","Neither (n = 1099)",219.894411666667,202.3078405,18.072708,18.05966,2.34221419246598,2.30601271430764
"265","Dtnb","P84060",-0.0875223159790046,0.488796219882037,14.76746,14.80373,14.60877,14.9784,15.02993,14.63192,14.71762,15.0317,15.01341,0.217849644037865,0.454045053176478,"Neither","Neither (n = 1099)",7.76364716666667,7.525898,14.80365,14.8911725,0.890065789847232,0.876558327943805
"266","Dus2","Q9D7B1",-0.151064348220824,0.736437239174127,11.31273,11.22831,11.36894,11.64206,10.93963,11.64774,12.64389,12.35472,12.45338,0.265676870646905,0.287749246593314,"Neither","Neither (n = 1099)",26.7663458333333,26.910613,11.665238,11.8163025,1.42758908494328,1.42992359072121
"267","Dync1i2","Q62871",-0.0963641166687008,0.474916932609536,14.22656,14.3812,13.82506,14.17461,14.24956,14.0273,14.01933,14.3954,14.25451,0.0941159024115511,0.643375621216205,"Neither","Neither (n = 1099)",61.7036708333333,61.602862,14.129786,14.22615,1.79031100155737,1.78960088946854
"268","Dync1li1","Q9QXU8",0.0561426162719734,0.602167636731363,13.96876,13.94727,13.67055,13.98771,13.83851,13.97361,13.84735,14.21067,13.99134,0.413394657546996,0.053979824014789,"Neither","Neither (n = 1099)",31.3681271666667,37.917055,13.96226,13.9061175,1.49648858992941,1.5788345985258
"269","Dync1li2","Q62698",-0.0577992916107171,0.644060877427654,14.1579,14.40321,14.14569,14.47656,14.41019,14.33672,14.35287,14.69027,14.51064,0.0658444054749881,0.751011991944184,"Neither","Neither (n = 1099)",48.5666326666667,39.7425275,14.361428,14.4192275,1.68633799301428,1.59925548341793
"270","Dynll1","P63170",0.00898189544677663,0.912205083630407,15.75301,15.69534,15.69914,15.75611,15.78902,15.76617,15.67342,15.97098,15.96262,0.205700026100221,0.181844942510507,"Neither","Neither (n = 1099)",598.9051775,601.654430166667,15.789082,15.7801,2.77735806755067,2.77934711889298
"271","Dynll2","Q78P75",-0.117060756683349,0.500469255516788,14.33804,14.53388,13.97325,14.6955,14.74762,14.36823,14.34762,14.651,14.45994,0.157860756196649,0.718472530059709,"Neither","Neither (n = 1099)",9.329763,8.49275116666667,14.405204,14.522265,0.969870611688674,0.929048399661509
"272","Dynlrb1","P62628",-0.140239095687866,0.376410159111451,14.55579,14.66133,14.13162,14.71129,14.63231,14.15916,14.34187,14.56647,14.62491,0.275277874620889,0.0811615806166222,"Neither","Neither (n = 1099)",422.792162333333,431.914201166667,14.424866,14.565105,2.62612692781483,2.6353974837116
"273","Dynlt1","Q9Z336",-0.0711647033691403,0.360271352203789,15.72667,15.77077,15.60921,15.73468,15.8263,15.77023,15.77934,15.95556,15.94533,0.162559416947947,0.407299206152038,"Neither","Neither (n = 1099)",357.407211333333,356.162331833333,15.75927,15.830435,2.55316331093034,2.5516479860369
"274","Dysf","Q9ESD7",-0.237061977386475,0.309272565014635,15.47614,15.90176,14.89733,15.52445,15.48624,15.09828,15.10664,15.59799,15.72896,-0.577412995966073,0.29829674329497,"Neither","Neither (n = 1099)",0.894369833333333,0.42978,15.318838,15.5559,-0.048482857755748,-0.366753798457735
"275","Echs1","P14604",-0.0719894409179673,0.54046770055062,17.92665,18.04963,17.82252,18.07023,18.11156,18.12298,18.06834,18.34456,18.28798,0.0610645802998101,0.805309593207757,"Neither","Neither (n = 1099)",101.614405166667,93.013018,18.057388,18.1293775,2.00695527921692,1.96854373618735
"276","Eci1","P23965",-0.117009162902832,0.304263565084218,16.69275,16.92683,16.48644,16.96916,16.93468,16.84439,16.80171,16.9402,16.95117,0.133876946167027,0.472010458262461,"Neither","Neither (n = 1099)",304.132802,264.036708833333,16.786588,16.9035975,2.48306326315412,2.42166431071631
"277","Eci2","Q5XIC0",-0.00845613479614116,0.953941553562774,16.84684,16.86798,16.96567,17.29401,17.24144,17.18311,17.16605,17.3833,17.2967,-0.383481958902115,0.0721800323516558,"Neither","Neither (n = 1099)",68.1276941666667,43.4736646666667,17.134586,17.1430425,1.83332369016295,1.63822625112778
"278","Ecsit","Q5XIC2",-0.0515024185180657,0.815316454067957,13.32741,13.04205,13.30407,13.44178,13.71435,13.72345,13.72153,13.90614,13.89036,-0.245634013286824,0.293836822496879,"Neither","Neither (n = 1099)",61.8011728333333,46.102359,13.54057,13.5920725,1.79099671700163,1.66372314826321
"279","Edc4","Q3ZAV8",-0.104062843322755,0.575358594504066,15.52129,15.80864,15.02003,15.58358,15.41508,15.15908,15.16278,15.56748,15.51092,0.163694186955441,0.424199542618527,"Neither","Neither (n = 1099)",27.8881001666667,25.8807611666667,15.370292,15.474355,1.44541892963943,1.41297704501142
"280","Eef1g","Q68FR6",-0.0439515113830566,0.625809850719571,19.50184,19.61832,19.27333,19.56527,19.49543,19.47128,19.44823,19.6918,19.61664,0.0715483275226085,0.599705155052076,"Neither","Neither (n = 1099)",283.222832833333,273.190958833333,19.500704,19.544655,2.4521282623433,2.43646632241152
"281","Eftud2","O08810",-0.139702892303468,0.352748584469908,17.79252,18.00229,17.30332,17.79823,17.80019,17.54992,17.57673,17.85811,17.82128,0.277584618624874,0.0612816241090773,"Neither","Neither (n = 1099)",92.7781548333333,93.1850678333333,17.66042,17.8001225,1.96744573104467,1.96934632568939
"282","Ehd1","Q641Z6",-0.129932117462157,0.420207903042041,16.27868,16.43826,15.84782,16.11449,16.19747,15.85861,15.97192,16.39515,16.30788,-0.074083397404798,0.793624925231445,"Neither","Neither (n = 1099)",33.5178535,28.0629985,16.09895,16.2288825,1.52527619841425,1.44813407305123
"283","Eif1","P48024;Q9CXU9",-0.113042116165161,0.583098664620471,14.3184,14.2431,14.69419,14.31656,14.79548,14.7364,14.74057,14.88684,15.03493,0.130237266243245,0.483435829804415,"Neither","Neither (n = 1099)",689.696817833333,695.655220333333,14.590478,14.70352,2.8386582222183,2.84239404850923
"284","Eif1b","P48024;Q9CXU9",-0.113042116165161,0.583098664620471,14.3184,14.2431,14.69419,14.31656,14.79548,14.7364,14.74057,14.88684,15.03493,-0.230393412194284,0.385544102608593,"Neither","Neither (n = 1099)",92.4134813333333,66.2364963333333,14.590478,14.70352,1.96573533097767,1.82109735180606
"285","Eif2a","Q8BJW6",-0.0512094020843499,0.860237325112309,13.75374,14.04012,12.79265,13.75081,13.35246,13.16313,13.08346,13.64521,13.41323,0.0047502479508329,0.989747197268113,"Neither","Neither (n = 1099)",14.7468753333333,13.7805241666667,13.421108,13.4723175,1.16870000883969,1.13926573704632
"286","Eif2s3y","P81795;C9WPN6",-0.0798480033874505,0.473685027637605,17.02734,17.10288,16.68278,16.91064,17.03456,16.94043,16.85599,17.17602,17.11573,0.0720548523501639,0.811898724085151,"Neither","Neither (n = 1099)",36.0777691666667,36.7773463333333,16.947442,17.02729,1.55723967552845,1.56558038954677
"287","Eif3a","Q1JU68",-0.0406867027282729,0.711760205088241,18.48034,18.41088,18.39243,18.46814,18.67221,18.62385,18.53328,18.79902,18.7574,0.072564185754382,0.707670503248108,"Neither","Neither (n = 1099)",56.5286203333333,52.7022025,18.552756,18.5934425,1.75226838597432,1.7218287653759
"288","Eif3f","Q9DCH4",-0.0163258552551255,0.882548989474515,16.87027,16.83775,16.76241,16.78852,16.92521,16.99247,16.91788,17.22355,17.09424,0.146364796855021,0.458398197557532,"Neither","Neither (n = 1099)",184.420995166667,179.041724666667,16.927444,16.94377,2.26581036121865,2.25295425266064
"289","Eif3h","Q6P9U8",-0.281127309799194,0.213860875703553,14.68009,14.85404,14.24934,14.70455,14.69517,14.52967,14.5577,14.85764,15.43463,0.0450258189935587,0.850473266703671,"Neither","Neither (n = 1099)",190.272137,173.780469166667,14.604258,14.885385,2.27937519589023,2.24000096538209
"290","Eif3i","B0BNA7",-0.0775418281555176,0.464189285244137,17.00755,16.99667,16.67549,16.92555,17.00514,16.8675,16.87231,17.14699,17.13451,0.043745460709964,0.857128201721386,"Neither","Neither (n = 1099)",234.982618833333,213.026357333333,16.924616,17.0021575,2.37103573961667,2.3284333411676
"291","Eif3j","A0JPM9",-0.0800126075744636,0.526648979516513,17.07911,17.05208,17.06087,17.1448,17.30537,17.24479,17.26013,17.48117,17.51106,-0.131007289474693,0.483951219313679,"Neither","Neither (n = 1099)",77.9213415,60.4357225,17.202148,17.28216,1.89165642078319,1.7812937184005
"292","Eif3k","Q9DBZ5",-0.0725816726684574,0.472063261695623,15.22878,15.27492,15.00939,15.14462,15.31547,15.17208,15.11362,15.44621,15.38718,0.183871419117188,0.425721904743478,"Neither","Neither (n = 1099)",120.9686885,113.380631,15.200216,15.2727975,2.08267297220552,2.05453886965138
"293","Eif3m","Q99JX4",-0.0645377159118645,0.55753542684038,16.24451,16.27525,16.316,16.30289,16.45015,16.4544,16.46453,16.64681,16.63991,0.0305414982648653,0.883751867028514,"Neither","Neither (n = 1099)",237.912841666667,238.5172265,16.392922,16.45746,2.37641788430063,2.37751975068733
"294","Eif4a2","Q5RKI1",-0.0760396957397447,0.641809887392418,19.05656,19.2498,18.48711,19.03325,18.85954,18.75022,18.71726,18.94715,18.89699,-0.0315921724436738,0.890799374884839,"Neither","Neither (n = 1099)",96.8447835,86.8519183333333,18.854858,18.9308975,1.98607623261136,1.93877941532636
"295","Eif4a3","Q3B8Q2",-0.14913454055786,0.448620284133444,17.62171,17.99369,17.03811,17.73265,17.57681,17.34204,17.36632,17.65613,17.57223,0.0353222857658692,0.869303810200149,"Neither","Neither (n = 1099)",230.927478333333,198.783038166667,17.478128,17.6272625,2.36347561320522,2.29837932400046
"296","Eif4g1","Q6NZJ6",-0.0406172752380378,0.718742314039769,18.21471,18.23505,17.88178,18.21542,18.1705,18.0853,18.05648,18.39134,18.33128,0.23530447287581,0.137915438553618,"Neither","Neither (n = 1099)",67.4982745,66.2739065,18.15771,18.1983275,1.82929267083537,1.8213425707328
"297","Eif4g3","Q80XI3",0.0662240505218499,0.661856202323606,11.43254,11.56772,11.16591,11.70732,11.17286,11.30783,11.07688,11.32041,11.46485,0.00706848325454109,0.978245707179773,"Neither","Neither (n = 1099)",20.6885223333333,18.8154328333333,11.386802,11.3205775,1.31572947252185,1.27451421335299
"298","Eif4h","Q5XI72",-0.0628022193908677,0.606431543308328,17.74386,17.66275,17.53837,17.72294,17.81178,17.75877,17.7602,18.0358,18.05627,0.00994532911675174,0.965498598969671,"Neither","Neither (n = 1099)",304.042938333333,259.605553833333,17.759948,17.82275,2.48293492099164,2.41431397924301
"299","Eif5b","B2GUV7",-0.0870154380798347,0.656531442391822,14.43756,14.70163,13.80322,14.58197,14.42101,14.26598,14.1675,14.53813,14.35941,0.254243277411158,0.286646241935289,"Neither","Neither (n = 1099)",15.7663576666667,16.1996155,14.325372,14.4123875,1.19773137449743,1.20950470662843
"300","Elavl1","B5DF91",-0.0936119079589837,0.377578034870494,17.2275,17.30999,16.997,17.242,17.33246,17.22844,17.19393,17.47445,17.47358,0.21864796755971,0.474004144856888,"Neither","Neither (n = 1099)",47.7547505,47.7795901666667,17.233878,17.32749,1.67901658038713,1.67924242023348
"301","Emc1","Q8C7X2",-0.0524838447570808,0.683640921032426,13.20485,13.06779,12.87515,13.19431,13.33776,13.36085,13.26361,13.41917,13.38424,-0.0453523030747072,0.886486146940662,"Neither","Neither (n = 1099)",17.9329688333333,14.0112015,13.210866,13.26335,1.25365219370059,1.14647537885796
"302","Emc8","Q5FVL2",-0.0273733615875251,0.818758935398078,14.17952,14.17329,14.03196,14.07573,14.19114,14.23384,14.01716,14.42101,14.48155,0.260952088857237,0.182020480142197,"Neither","Neither (n = 1099)",175.3161815,176.8373315,14.188412,14.215785,2.24382200286979,2.24757395271897
"303","Eno3","P21550",-0.108671855926513,0.151007407008304,15.30203,15.30003,15.01293,15.13306,15.31815,15.24804,15.2719,15.32098,15.35824,-0.0826784728556624,0.898736032954616,"Neither","Neither (n = 1099)",2.12407433333333,2.23054666666667,15.203408,15.31208,0.327169711087213,0.348411313820097
"304","Enoph1","Q5PPH0",-0.125722694396973,0.204825756986974,15.11162,15.24967,14.72254,15.06764,15.09139,14.99903,15.02107,15.06748,15.11541,-0.11289794159873,0.687547830760438,"Neither","Neither (n = 1099)",65.7024733333333,58.3954521666667,14.993662,15.119385,1.8175817186435,1.76637902560847
"305","Enpp5","P84039",-0.204514503479004,0.400121703495794,15.21212,15.3011,15.63645,15.83257,16.22818,15.67179,15.88682,15.96486,16.05619,-0.0613918929546062,0.83298154869596,"Neither","Neither (n = 1099)",46.5468423333333,32.7420296666667,15.663558,15.8680725,1.66789022444253,1.51510559766944
"306","Ensa","Q712U5;P60841",-0.0703306198120117,0.533774401234297,15.03127,15.05129,14.72728,14.87815,14.89041,14.72238,14.81663,15.11598,15.10304,0.112021910811164,0.580238100055093,"Neither","Neither (n = 1099)",115.152834333333,106.882504166667,14.895012,14.9653425,2.06127463201087,2.02890662040304
"307","Epb41l2","O70318",-0.107615566253664,0.413379568498236,17.87784,17.99535,17.47959,17.85635,17.95066,17.78711,17.72793,18.07321,18.0158,-0.184827687546831,0.384330087612217,"Neither","Neither (n = 1099)",33.0600815,25.5940733333333,17.81482,17.922435,1.51930391986328,1.40813940997513
"308","Ephx1","P07687",-0.121104145050047,0.407428617963243,16.31255,16.50286,16.47599,16.61439,16.80499,16.67024,16.61583,16.88691,16.9288,0.0594589127835309,0.777156454443296,"Neither","Neither (n = 1099)",167.37876,148.7338925,16.592016,16.71312,2.22370034613006,2.172409943966
"309","Epn3","Q4V882",-0.210436344146729,0.119577391482958,14.52583,14.64909,14.42049,14.65492,14.94823,14.61275,14.90961,14.96104,14.87484,0.25261133012648,0.579694853309977,"Neither","Neither (n = 1099)",0.0789678333333333,0.236636333333333,14.635006,14.8454425,-1.10254977770539,-0.625918572663602
"310","Eprs","Q8CGC7",-0.12602071762085,0.27095511996565,18.5372,18.5431,18.38389,18.53108,18.75965,18.65711,18.67938,18.83569,18.87793,0.230934062867442,0.119980065301879,"Neither","Neither (n = 1099)",108.727468666667,113.678899,18.588994,18.715015,2.03633927714344,2.05567985872184
"311","Eps15","P42567",-0.0207640171051029,0.878531171230089,14.98557,14.99272,14.49254,15.00541,14.84848,14.67209,14.65983,14.95842,14.87325,0.0893836138556348,0.695819157610799,"Neither","Neither (n = 1099)",18.0794691666667,17.5174723333333,14.822806,14.84357,1.25718567495727,1.24347144025209
"312","Eps15l1","Q60902",-0.119811868667602,0.563276257363392,13.47015,13.718,12.87287,13.54194,13.45994,13.09362,13.05443,13.55986,13.47763,0.34255104491839,0.188705811610735,"Neither","Neither (n = 1099)",20.1167205,23.3145656666667,13.307688,13.4275,1.30355718190865,1.36762732927681
"313","Erc1","Q811U3;Q8K3M6",-0.0947419643402103,0.426189079756217,15.40275,15.46404,15.02778,15.46563,15.42042,15.23855,15.316,15.55108,15.52714,0.0838517996453554,0.846418281271638,"Neither","Neither (n = 1099)",7.0799135,6.2572995,15.337158,15.4319,0.850027951658389,0.796386942588902
"314","Erc2","Q811U3;Q8K3M6",-0.0947419643402103,0.426189079756217,15.40275,15.46404,15.02778,15.46563,15.42042,15.23855,15.316,15.55108,15.52714,-0.0609256136559973,0.912802615591266,"Neither","Neither (n = 1099)",0.4054765,0.315776833333333,15.337158,15.4319,-0.392034310912921,-0.500619734760125
"315","Ergic1","Q9DC16",-0.167967414855957,0.168624773985055,13.67474,13.88121,13.49922,13.87316,14.11073,13.7402,13.82058,13.97898,13.87239,0.0796565154229407,0.75199855860216,"Neither","Neither (n = 1099)",54.088405,50.7056198333333,13.75326,13.9212275,1.73310417482509,1.70505609596743
"316","Erh","P84089",-0.0381131172180176,0.84293700319307,17.57983,17.36914,17.86689,17.61827,18.00443,17.94832,17.87328,18.06561,18.16874,0.130884871781904,0.424487774596434,"Neither","Neither (n = 1099)",498.685249166667,450.9016815,17.815784,17.8538975,2.69782652221823,2.65408185487812
"317","Erp29","P52555",-0.0262263298034675,0.901593075442696,17.5771,17.55869,16.72054,17.19748,17.12818,16.99081,16.8572,17.1567,17.07494,0.341610630796637,0.0616209513713786,"Neither","Neither (n = 1099)",77.9821381666667,84.372485,17.128526,17.1547525,1.89199513879316,1.92620084045359
"318","Esd","B0BNE5",-0.136856555938721,0.27701441470159,17.40582,17.5075,17.09743,17.47738,17.50316,17.28175,17.39682,17.64885,17.66893,-0.0515400703974679,0.847284088722033,"Neither","Neither (n = 1099)",151.565969166667,133.8927,17.382246,17.5191025,2.18060170088572,2.12675689937092
"319","Esyt1","Q9Z1X1",-0.113867664337159,0.490920709766313,15.08887,15.293,14.58608,15.03045,14.96763,14.6848,14.81353,15.1545,15.01707,0.44523371010572,0.240189912493416,"Neither","Neither (n = 1099)",5.81963583333333,7.71965516666667,14.90894,15.0228075,0.764895809302456,0.887597901040577
"320","Etfa","P13803",-0.0954399108886719,0.561159953214566,18.58934,18.63916,18.81372,18.91736,19.08467,19.02229,19.06253,19.17599,19.21036,-0.274374086645928,0.0593416560825198,"Neither","Neither (n = 1099)",270.590274333333,187.976605833333,18.90374,18.99918,2.43231218295166,2.27410380357388
"321","Ethe1","Q9DCM0",-0.109264993667603,0.319851431668458,15.04542,15.31893,14.82023,15.20025,15.11918,15.10669,15.05748,15.25466,15.28327,0.247990108560847,0.375561358692985,"Neither","Neither (n = 1099)",70.272115,73.0285548333333,15.08545,15.194715,1.84678302481951,1.86349270644566
