UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	2
0	0
1	51
0	0
694	0
4	0
0	0
0	0
4	27300
7	221
0	289
12	291
0	375
312	388
128	387
0	0
0	1
0	1
53	48
0	54
0	39
418	324
0	311
0	0
3	10
5	10
3065	0
0	0
0	0
0	0
160	1582
4	1582
0	382
0	382
0	381
0	0
0	0
0	0
0	0
0	1080
0	1216
0	1196
2	1113
0	0
105	1325
0	1240
3	1178
355	0
0	0
8	7790
0	3495
5	7659
0	3244
2	0
0	263
0	263
151	0
7251	1
886	220
0	220
0	0
0	5
0	0
0	12
0	12
0	0
0	0
296	0
786	0
0	0
0	0
562	0
0	380
0	0
0	0
0	0
0	0
0	0
0	0
35	756
31	756
1	743
2	661
3	589
0	504
0	0
2302	20
0	0
338	0
0	11
0	1
149	3567
0	3567
0	0
0	0
1976	0
0	0
0	0
1	0
7	1846
0	1696
0	578
50	7739
0	7739
0	7739
9	397
5	397
66	445
0	445
0	0
0	7
2220	87
440	0
0	0
0	0
0	0
1	0
0	0
50	1682
265	1682
0	0
62	728
0	715
1	723
0	0
0	0
0	0
339	0
129	1077
1	1244
114	1244
0	0
0	0
3	2092
0	2772
0	2716
1	533
5	2512
226	2
0	203
15	269
3	269
0	197
0	197
0	0
0	0
39	292
60	292
0	0
0	0
0	1204
6	1549
0	0
0	0
0	5
0	5
0	0
0	0
0	0
1787	86
0	86
0	31
1	3
0	3
0	0
1	0
40	508
4	526
12	447
0	0
1	2
2495	0
0	0
0	0
1013	3471
40	2748
17	2957
0	75
1	75
0	0
0	0
0	51
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	515
23	515
0	0
1162	1139
263	0
0	0
0	0
0	0
0	0
79	0
0	0
0	0
0	8
0	8
0	0
126	1241
0	1542
3	1542
0	0
0	1
0	1
0	0
0	0
0	0
98	0
190	0
0	0
0	0
0	35
0	35
0	35
0	0
6	326
6	326
0	5
0	12
0	12
19	805
2	805
0	0
0	0
538	0
0	0
0	0
0	0
0	1
0	1
4	1808
6	1763
31	656
0	0
4639	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
21	75
4	74
2	40
0	0
0	0
0	0
149	0
1	0
0	2
0	2
1	66
0	66
0	0
773	3639
2	3639
0	0
2	71
1	72
127	70
39	0
5	0
0	0
16	945
5	969
1	818
0	0
22	475
2	454
0	475
