UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	29
0	0
433	0
1	0
0	0
0	0
2	17583
2	141
0	179
5	179
0	255
214	282
75	281
0	0
0	0
0	0
33	38
0	39
0	26
233	169
1	161
0	2
0	0
1	0
2159	0
0	0
0	1
0	1
104	1053
1	1053
0	216
0	216
0	216
0	0
0	0
0	0
0	0
1	897
1	1000
0	976
2	906
0	0
88	1037
0	951
0	928
234	0
0	0
1	4335
0	2049
8	4245
0	1882
2	0
0	104
0	104
143	0
5138	0
888	165
0	165
0	0
0	4
0	0
0	8
0	8
0	0
0	0
310	0
500	0
0	0
0	0
363	0
3	282
5	0
0	0
2	0
0	0
0	0
0	0
24	573
27	573
1	499
0	428
1	406
0	330
0	0
1700	7
0	0
270	0
0	7
0	0
102	2178
0	2178
2	2
2	2
1525	0
0	0
0	0
1	0
7	1645
0	1496
0	549
42	7045
2	7045
0	7045
13	276
1	276
48	327
0	327
0	0
0	2
1431	35
312	0
0	0
0	0
0	0
0	0
0	0
70	1166
170	1166
0	0
60	628
1	616
0	625
0	0
0	0
0	0
221	0
91	728
0	837
73	837
0	0
1	0
4	1371
0	1824
0	1786
0	344
9	2008
171	3
0	177
3	213
1	213
1	174
0	174
0	0
0	0
30	211
26	211
0	0
0	0
0	876
3	1128
0	0
0	0
0	7
0	7
1	0
0	0
0	0
1315	68
0	68
0	22
0	1
0	1
0	0
0	0
19	366
4	364
3	316
0	0
1	3
1643	0
0	0
0	0
796	2721
33	2192
7	2358
1	35
0	35
0	0
0	0
0	50
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	2
0	373
20	373
0	0
823	798
175	1
0	0
0	0
0	0
0	0
56	0
0	0
0	0
0	1
0	1
0	0
92	812
0	1070
0	1070
0	0
0	2
0	2
0	0
0	0
0	0
78	0
150	1
0	0
0	0
1	23
0	23
0	23
0	0
11	255
3	255
0	0
0	0
0	0
17	624
2	624
0	0
0	0
218	0
0	0
0	0
0	0
0	0
0	0
2	1161
2	1128
37	409
0	0
2963	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
9	79
12	70
0	44
0	0
0	0
0	0
116	0
3	0
0	0
0	0
1	34
0	34
0	0
583	2808
1	2808
0	0
1	52
4	53
115	51
19	0
0	0
0	0
5	702
4	706
1	588
0	0
30	442
1	426
0	442
0	427
0	282
19	282
8	462
